"","child","parent","length"
"608","CHEBI:7956","CHEBI:23367",11
"609","CHEBI:120346","CHEBI:23367",11
"610","CHEBI:71226","CHEBI:23367",9
"611","CHEBI:3112","CHEBI:23367",8
"612","CHEBI:9939","CHEBI:23367",7
"613","CHEBI:32260","CHEBI:23367",8
"614","CHEBI:4356","CHEBI:23367",11
"615","CHEBI:471744","CHEBI:23367",9
"616","CHEBI:35677","CHEBI:23367",9
"617","CHEBI:72312","CHEBI:23367",10
"618","CHEBI:3082","CHEBI:23367",9
"619","CHEBI:15971","CHEBI:23367",8
"620","CHEBI:9332","CHEBI:23367",9
"621","CHEBI:3568","CHEBI:23367",9
"622","CHEBI:10101","CHEBI:23367",11
"623","CHEBI:16467","CHEBI:23367",9
"624","CHEBI:31199","CHEBI:23367",8
"625","CHEBI:65344","CHEBI:23367",8
"626","CHEBI:5683","CHEBI:23367",10
"627","CHEBI:10023","CHEBI:23367",8
"628","CHEBI:575568","CHEBI:23367",9
"629","CHEBI:4887","CHEBI:23367",9
"630","CHEBI:31654","CHEBI:23367",9
"631","CHEBI:46081","CHEBI:23367",8
"632","CHEBI:3491","CHEBI:23367",10
"633","CHEBI:65347","CHEBI:23367",10
"634","CHEBI:8455","CHEBI:23367",9
"635","CHEBI:3216","CHEBI:23367",10
"636","CHEBI:6067","CHEBI:23367",11
"637","CHEBI:474053","CHEBI:23367",9
"638","CHEBI:6384","CHEBI:23367",8
"639","CHEBI:3897","CHEBI:23367",10
"640","CHEBI:439329","CHEBI:23367",9
"641","CHEBI:45951","CHEBI:23367",7
"642","CHEBI:37941","CHEBI:23367",9
"643","CHEBI:6438","CHEBI:23367",8
"644","CHEBI:584020","CHEBI:23367",9
"645","CHEBI:3996","CHEBI:23367",8
"646","CHEBI:51211","CHEBI:23367",8
"647","CHEBI:50663","CHEBI:23367",8
"648","CHEBI:27899","CHEBI:23367",6
"649","CHEBI:42191","CHEBI:23367",9
"650","CHEBI:71023","CHEBI:23367",8
"651","CHEBI:39462","CHEBI:23367",12
"652","CHEBI:66903","CHEBI:23367",8
"653","CHEBI:17630","CHEBI:23367",10
"654","CHEBI:3347","CHEBI:23367",9
"655","CHEBI:27808","CHEBI:23367",10
"656","CHEBI:18243","CHEBI:23367",10
"657","CHEBI:63628","CHEBI:23367",8
"658","CHEBI:6339","CHEBI:23367",7
"659","CHEBI:7627","CHEBI:23367",7
"660","CHEBI:6923","CHEBI:23367",11
"661","CHEBI:6923","CHEBI:59999",4
"662","CHEBI:3515","CHEBI:23367",8
"663","CHEBI:8405","CHEBI:23367",8
"664","CHEBI:3011","CHEBI:23367",9
"665","CHEBI:3228","CHEBI:23367",12
"666","CHEBI:28148","CHEBI:23367",11
"667","CHEBI:253342","CHEBI:23367",9
"668","CHEBI:3044","CHEBI:23367",10
"669","CHEBI:94701","CHEBI:23367",9
"670","CHEBI:8404","CHEBI:23367",9
"671","CHEBI:59445","CHEBI:23367",7
"672","CHEBI:9329","CHEBI:23367",8
"673","CHEBI:28918","CHEBI:23367",11
"674","CHEBI:8711","CHEBI:23367",7
"675","CHEBI:28934","CHEBI:23367",9
"676","CHEBI:681848","CHEBI:23367",10
"677","CHEBI:3047","CHEBI:23367",8
"678","CHEBI:465284","CHEBI:23367",11
"679","CHEBI:4907","CHEBI:23367",9
"680","CHEBI:4024","CHEBI:23367",8
"681","CHEBI:16480","CHEBI:23367",4
"682","CHEBI:4646","CHEBI:23367",9
"683","CHEBI:63616","CHEBI:23367",9
"684","CHEBI:7476","CHEBI:23367",9
"685","CHEBI:7508","CHEBI:23367",12
"686","CHEBI:7528","CHEBI:23367",9
"687","CHEBI:599928","CHEBI:23367",9
"688","CHEBI:3001","CHEBI:23367",8
"689","CHEBI:66899","CHEBI:23367",7
"690","CHEBI:7907","CHEBI:23367",9
"691","CHEBI:31624","CHEBI:23367",8
"692","CHEBI:2668","CHEBI:23367",9
"693","CHEBI:28568","CHEBI:23367",9
"694","CHEBI:28241","CHEBI:23367",9
"695","CHEBI:50861","CHEBI:23367",8
"696","CHEBI:68575","CHEBI:23367",8
"697","CHEBI:28680","CHEBI:23367",9
"698","CHEBI:68579","CHEBI:23367",7
"699","CHEBI:31524","CHEBI:23367",10
"700","CHEBI:4653","CHEBI:23367",8
"701","CHEBI:3994","CHEBI:23367",10
"702","CHEBI:9316","CHEBI:23367",8
"703","CHEBI:3988","CHEBI:23367",8
"704","CHEBI:102216","CHEBI:23367",6
"705","CHEBI:72297","CHEBI:23367",8
"706","CHEBI:4315","CHEBI:23367",7
"707","CHEBI:37333","CHEBI:23367",7
"708","CHEBI:168396","CHEBI:23367",7
"709","CHEBI:68647","CHEBI:23367",8
"710","CHEBI:238698","CHEBI:23367",9
"711","CHEBI:4659","CHEBI:23367",8
"712","CHEBI:2687","CHEBI:23367",8
"713","CHEBI:8984","CHEBI:23367",9
"714","CHEBI:3745","CHEBI:23367",7
"715","CHEBI:3353","CHEBI:23367",9
"716","CHEBI:5136","CHEBI:23367",8
"717","CHEBI:8673","CHEBI:23367",9
"718","CHEBI:102484","CHEBI:23367",9
"719","CHEBI:124991","CHEBI:23367",8
"720","CHEBI:6916","CHEBI:23367",8
"721","CHEBI:71253","CHEBI:59999",4
"722","CHEBI:4788","CHEBI:23367",9
"723","CHEBI:391960","CHEBI:23367",9
"724","CHEBI:46859","CHEBI:23367",9
"725","CHEBI:28364","CHEBI:23367",9
"726","CHEBI:3636","CHEBI:23367",9
"727","CHEBI:68610","CHEBI:23367",9
"728","CHEBI:16796","CHEBI:23367",9
"729","CHEBI:16236","CHEBI:23367",9
"730","CHEBI:27958","CHEBI:23367",9
"731","CHEBI:8364","CHEBI:23367",8
"732","CHEBI:6375","CHEBI:23367",8
"733","CHEBI:5118","CHEBI:59999",4
"734","CHEBI:85078","CHEBI:23367",7
"735","CHEBI:8255","CHEBI:23367",10
"736","CHEBI:55548","CHEBI:23367",9
"737","CHEBI:567361","CHEBI:23367",7
"738","CHEBI:51450","CHEBI:23367",8
"739","CHEBI:9555","CHEBI:23367",12
"740","CHEBI:31515","CHEBI:23367",9
"741","CHEBI:7931","CHEBI:23367",8
"742","CHEBI:4909","CHEBI:23367",9
"743","CHEBI:3640","CHEBI:23367",10
"744","CHEBI:46631","CHEBI:23367",8
"745","CHEBI:73275","CHEBI:23367",7
"746","CHEBI:50851","CHEBI:23367",9
"747","CHEBI:31981","CHEBI:23367",9
"748","CHEBI:39112","CHEBI:23367",8
"749","CHEBI:63631","CHEBI:23367",9
"750","CHEBI:72323","CHEBI:23367",9
"751","CHEBI:45783","CHEBI:23367",8
"752","CHEBI:17196","CHEBI:23367",9
"753","CHEBI:68621","CHEBI:23367",9
"754","CHEBI:2877","CHEBI:23367",8
"755","CHEBI:15551","CHEBI:23367",10
"756","CHEBI:6809","CHEBI:23367",10
"757","CHEBI:59170","CHEBI:23367",9
"758","CHEBI:17987","CHEBI:23367",9
"759","CHEBI:80774","CHEBI:23367",11
"760","CHEBI:4325","CHEBI:23367",8
"761","CHEBI:4466","CHEBI:23367",12
"762","CHEBI:51052","CHEBI:23367",9
"763","CHEBI:27666","CHEBI:23367",12
"764","CHEBI:7735","CHEBI:23367",7
"765","CHEBI:6762","CHEBI:23367",8
"766","CHEBI:5537","CHEBI:23367",9
"767","CHEBI:8212","CHEBI:23367",7
"768","CHEBI:34706","CHEBI:23367",8
"769","CHEBI:52172","CHEBI:23367",8
"770","CHEBI:6805","CHEBI:23367",9
"771","CHEBI:6807","CHEBI:23367",8
"772","CHEBI:3611","CHEBI:23367",6
"773","CHEBI:553473","CHEBI:23367",10
"774","CHEBI:48339","CHEBI:23367",7
"775","CHEBI:48273","CHEBI:23367",11
"776","CHEBI:27779","CHEBI:23367",7
"777","CHEBI:15409","CHEBI:23367",9
"778","CHEBI:6359","CHEBI:23367",12
"779","CHEBI:7601","CHEBI:23367",8
"780","CHEBI:174690","CHEBI:23367",9
"781","CHEBI:68554","CHEBI:23367",10
"782","CHEBI:9362","CHEBI:23367",9
"783","CHEBI:3242","CHEBI:23367",10
"784","CHEBI:63584","CHEBI:23367",11
"785","CHEBI:3697","CHEBI:23367",8
"786","CHEBI:3764","CHEBI:23367",9
"787","CHEBI:6541","CHEBI:23367",9
"788","CHEBI:31444","CHEBI:23367",10
"789","CHEBI:59204","CHEBI:23367",11
"790","CHEBI:18248","CHEBI:33250",6
"791","CHEBI:50373","CHEBI:23367",8
"792","CHEBI:9587","CHEBI:23367",10
"793","CHEBI:17895","CHEBI:23367",9
"794","CHEBI:6704","CHEBI:23367",9
"795","CHEBI:61058","CHEBI:23367",11
"796","CHEBI:8491","CHEBI:23367",9
"797","CHEBI:17053","CHEBI:23367",9
"798","CHEBI:60652","CHEBI:23367",12
"799","CHEBI:51164","CHEBI:23367",9
"800","CHEBI:4317","CHEBI:23367",8
"801","CHEBI:4305","CHEBI:23367",7
"802","CHEBI:3175","CHEBI:23367",10
"803","CHEBI:68478","CHEBI:23367",7
"804","CHEBI:3699","CHEBI:23367",8
"805","CHEBI:6950","CHEBI:23367",9
"806","CHEBI:8107","CHEBI:23367",12
"807","CHEBI:71028","CHEBI:23367",9
"808","CHEBI:51758","CHEBI:23367",10
"809","CHEBI:691037","CHEBI:23367",8
"810","CHEBI:34385","CHEBI:23367",9
"811","CHEBI:3732","CHEBI:23367",9
"812","CHEBI:9711","CHEBI:23367",7
"813","CHEBI:102265","CHEBI:23367",9
"814","CHEBI:50305","CHEBI:23367",6
"815","CHEBI:2896","CHEBI:23367",9
"816","CHEBI:3205","CHEBI:23367",9
"817","CHEBI:10127","CHEBI:23367",8
"818","CHEBI:2676","CHEBI:23367",11
"819","CHEBI:48947","CHEBI:23367",11
"820","CHEBI:520985","CHEBI:23367",8
"821","CHEBI:45906","CHEBI:23367",9
"822","CHEBI:16857","CHEBI:23367",9
"823","CHEBI:51066","CHEBI:23367",7
"824","CHEBI:8232","CHEBI:23367",11
"825","CHEBI:127544","CHEBI:23367",6
"826","CHEBI:16494","CHEBI:23367",7
"827","CHEBI:9142","CHEBI:23367",7
"828","CHEBI:31536","CHEBI:23367",7
"829","CHEBI:2956","CHEBI:23367",10
"830","CHEBI:50845","CHEBI:23367",9
"831","CHEBI:2968","CHEBI:23367",10
"832","CHEBI:6804","CHEBI:23367",7
"833","CHEBI:9288","CHEBI:23367",8
"834","CHEBI:30185","CHEBI:23367",7
"835","CHEBI:49668","CHEBI:23367",9
"836","CHEBI:59662","CHEBI:23367",9
"837","CHEBI:68845","CHEBI:23367",8
"838","CHEBI:27953","CHEBI:23367",9
"839","CHEBI:6061","CHEBI:23367",8
"840","CHEBI:3013","CHEBI:23367",8
"841","CHEBI:8776","CHEBI:23367",8
"842","CHEBI:15746","CHEBI:23367",10
"843","CHEBI:6887","CHEBI:59999",4
"844","CHEBI:4822","CHEBI:23367",8
"845","CHEBI:41879","CHEBI:23367",8
"846","CHEBI:261649","CHEBI:23367",5
"847","CHEBI:4814","CHEBI:23367",9
"848","CHEBI:71415","CHEBI:23367",9
"849","CHEBI:3310","CHEBI:23367",7
"850","CHEBI:5855","CHEBI:23367",9
"851","CHEBI:50580","CHEBI:23367",10
"852","CHEBI:2453","CHEBI:23367",11
"853","CHEBI:267413","CHEBI:23367",9
"854","CHEBI:85161","CHEBI:23367",9
"855","CHEBI:63115","CHEBI:23367",9
"856","CHEBI:3537","CHEBI:23367",10
"857","CHEBI:8772","CHEBI:23367",7
"858","CHEBI:5098","CHEBI:23367",10
"859","CHEBI:490877","CHEBI:23367",11
"860","CHEBI:127342","CHEBI:23367",8
"861","CHEBI:15443","CHEBI:23367",9
"862","CHEBI:48416","CHEBI:23367",9
"863","CHEBI:46659","CHEBI:23367",8
"864","CHEBI:8024","CHEBI:23367",8
"865","CHEBI:7915","CHEBI:23367",7
"866","CHEBI:132842","CHEBI:23367",9
"867","CHEBI:27325","CHEBI:23367",11
"868","CHEBI:50868","CHEBI:23367",8
"869","CHEBI:6443","CHEBI:23367",7
"870","CHEBI:59589","CHEBI:23367",9
"871","CHEBI:5120","CHEBI:23367",8
"872","CHEBI:29007","CHEBI:23367",8
"873","CHEBI:63577","CHEBI:23367",8
"874","CHEBI:3393","CHEBI:23367",10
"875","CHEBI:16856","CHEBI:23367",8
"876","CHEBI:3286","CHEBI:23367",10
"877","CHEBI:31205","CHEBI:23367",9
"878","CHEBI:59782","CHEBI:23367",9
"879","CHEBI:32161","CHEBI:23367",8
"880","CHEBI:2674","CHEBI:23367",7
"881","CHEBI:5062","CHEBI:23367",9
"882","CHEBI:46345","CHEBI:23367",7
"883","CHEBI:6437","CHEBI:23367",11
"884","CHEBI:133809","CHEBI:23367",9
"885","CHEBI:473990","CHEBI:23367",8
"886","CHEBI:15407","CHEBI:23367",9
"887","CHEBI:31632","CHEBI:23367",7
"888","CHEBI:4511","CHEBI:23367",9
"889","CHEBI:6402","CHEBI:23367",8
"890","CHEBI:5818","CHEBI:23367",8
"891","CHEBI:32020","CHEBI:23367",8
"892","CHEBI:7596","CHEBI:23367",5
"893","CHEBI:4884","CHEBI:23367",7
"894","CHEBI:4753","CHEBI:23367",8
"895","CHEBI:68534","CHEBI:23367",8
"896","CHEBI:4055","CHEBI:23367",7
"897","CHEBI:472805","CHEBI:23367",9
"898","CHEBI:15414","CHEBI:23367",7
"899","CHEBI:4392","CHEBI:23367",9
"900","CHEBI:31941","CHEBI:23367",5
"901","CHEBI:8382","CHEBI:23367",8
"902","CHEBI:7573","CHEBI:23367",8
"903","CHEBI:18145","CHEBI:23367",10
"904","CHEBI:9460","CHEBI:23367",10
"905","CHEBI:50885","CHEBI:23367",8
"906","CHEBI:8427","CHEBI:23367",8
"907","CHEBI:3638","CHEBI:23367",7
"908","CHEBI:17439","CHEBI:23367",10
"909","CHEBI:5138","CHEBI:23367",8
"910","CHEBI:55490","CHEBI:23367",10
"911","CHEBI:3761","CHEBI:23367",10
"912","CHEBI:3387","CHEBI:23367",9
"913","CHEBI:9467","CHEBI:59999",4
"914","CHEBI:27375","CHEBI:23367",8
"915","CHEBI:63605","CHEBI:23367",6
"916","CHEBI:9337","CHEBI:23367",9
"917","CHEBI:119573","CHEBI:23367",8
"918","CHEBI:72292","CHEBI:23367",7
"919","CHEBI:59582","CHEBI:23367",8
"920","CHEBI:4903","CHEBI:23367",7
"921","CHEBI:60072","CHEBI:23367",8
"922","CHEBI:6827","CHEBI:23367",10
"923","CHEBI:48923","CHEBI:23367",10
"924","CHEBI:15354","CHEBI:23367",8
"925","CHEBI:6780","CHEBI:23367",8
"926","CHEBI:38545","CHEBI:23367",8
"927","CHEBI:28748","CHEBI:23367",10
"928","CHEBI:75246","CHEBI:23367",6
"929","CHEBI:71019","CHEBI:23367",8
"930","CHEBI:28869","CHEBI:23367",11
"931","CHEBI:5613","CHEBI:23367",7
"932","CHEBI:27478","CHEBI:23367",9
"933","CHEBI:2946","CHEBI:23367",9
"934","CHEBI:50275","CHEBI:23367",9
"935","CHEBI:7772","CHEBI:59999",4
"936","CHEBI:65349","CHEBI:23367",8
"937","CHEBI:68564","CHEBI:23367",7
"938","CHEBI:3215","CHEBI:59999",4
"939","CHEBI:2627","CHEBI:23367",7
"940","CHEBI:204734","CHEBI:23367",8
"941","CHEBI:7825","CHEBI:23367",8
"942","CHEBI:6367","CHEBI:23367",9
"943","CHEBI:5779","CHEBI:23367",9
"944","CHEBI:3654","CHEBI:23367",8
"945","CHEBI:50848","CHEBI:23367",7
"946","CHEBI:3181","CHEBI:23367",9
"947","CHEBI:28946","CHEBI:23367",11
"948","CHEBI:2704","CHEBI:23367",9
"949","CHEBI:3716","CHEBI:23367",8
"950","CHEBI:521033","CHEBI:23367",8
"951","CHEBI:31403","CHEBI:23367",10
"952","CHEBI:9342","CHEBI:23367",8
"953","CHEBI:49575","CHEBI:23367",7
"954","CHEBI:50743","CHEBI:23367",8
"955","CHEBI:45652","CHEBI:23367",7
"956","CHEBI:3183","CHEBI:23367",7
"957","CHEBI:32816","CHEBI:23367",11
"958","CHEBI:119486","CHEBI:23367",6
"959","CHEBI:68841","CHEBI:23367",7
"960","CHEBI:100147","CHEBI:23367",9
"961","CHEBI:27974","CHEBI:23367",8
"962","CHEBI:2791","CHEBI:23367",12
"963","CHEBI:3219","CHEBI:23367",9
"964","CHEBI:5050","CHEBI:23367",9
"965","CHEBI:7936","CHEBI:23367",7
"966","CHEBI:4495","CHEBI:23367",7
"967","CHEBI:42068","CHEBI:23367",10
"968","CHEBI:49603","CHEBI:23367",7
"969","CHEBI:8247","CHEBI:23367",10
"970","CHEBI:37937","CHEBI:23367",8
"971","CHEBI:28787","CHEBI:23367",9
"972","CHEBI:160246","CHEBI:23367",8
"973","CHEBI:6441","CHEBI:23367",9
"974","CHEBI:4534","CHEBI:23367",9
"975","CHEBI:453011","CHEBI:23367",11
"976","CHEBI:3441","CHEBI:23367",8
"977","CHEBI:51038","CHEBI:23367",10
"978","CHEBI:49375","CHEBI:23367",7
"979","CHEBI:3499","CHEBI:23367",10
"980","CHEBI:9605","CHEBI:23367",8
"981","CHEBI:16586","CHEBI:23367",11
"982","CHEBI:9249","CHEBI:23367",8
"983","CHEBI:3084","CHEBI:23367",7
"984","CHEBI:3480","CHEBI:23367",7
"985","CHEBI:102166","CHEBI:23367",12
"986","CHEBI:17549","CHEBI:23367",11
"987","CHEBI:72296","CHEBI:23367",8
"988","CHEBI:70718","CHEBI:23367",8
"989","CHEBI:102524","CHEBI:23367",12
"990","CHEBI:17310","CHEBI:23367",9
"991","CHEBI:9139","CHEBI:23367",8
"992","CHEBI:16684","CHEBI:59999",4
"993","CHEBI:156095","CHEBI:23367",8
"994","CHEBI:61049","CHEBI:23367",8
"995","CHEBI:478164","CHEBI:23367",8
"996","CHEBI:6942","CHEBI:23367",7
"997","CHEBI:53773","CHEBI:23367",11
"998","CHEBI:7494","CHEBI:23367",7
"999","CHEBI:4882","CHEBI:23367",7
"1000","CHEBI:39669","CHEBI:23367",7
"1001","CHEBI:9122","CHEBI:23367",7
"1002","CHEBI:3238","CHEBI:23367",8
"1003","CHEBI:18258","CHEBI:23367",8
"1004","CHEBI:50673","CHEBI:23367",9
"1005","CHEBI:6651","CHEBI:23367",8
"1006","CHEBI:39211","CHEBI:23367",12
"1007","CHEBI:39211","CHEBI:59999",3
"1008","CHEBI:7454","CHEBI:23367",9
"1009","CHEBI:4518","CHEBI:23367",7
"1010","CHEBI:3547","CHEBI:23367",10
"1011","CHEBI:355510","CHEBI:23367",7
"1012","CHEBI:3738","CHEBI:23367",9
"1013","CHEBI:28487","CHEBI:23367",9
"1014","CHEBI:28001","CHEBI:23367",10
"1015","CHEBI:59219","CHEBI:23367",10
"1016","CHEBI:63621","CHEBI:23367",8
"1017","CHEBI:15854","CHEBI:23367",10
"1018","CHEBI:44032","CHEBI:23367",10
"1019","CHEBI:6775","CHEBI:23367",8
"1020","CHEBI:5100","CHEBI:23367",7
"1021","CHEBI:16664","CHEBI:23367",10
"1022","CHEBI:8028","CHEBI:23367",7
"1023","CHEBI:47781","CHEBI:23367",9
"1024","CHEBI:3127","CHEBI:23367",8
"1025","CHEBI:8774","CHEBI:23367",9
"1026","CHEBI:6715","CHEBI:23367",9
"1027","CHEBI:50749","CHEBI:23367",8
"1028","CHEBI:6015","CHEBI:23367",7
"1029","CHEBI:3750","CHEBI:23367",8
"1030","CHEBI:6149","CHEBI:23367",9
"1031","CHEBI:28971","CHEBI:23367",10
"1032","CHEBI:4904","CHEBI:23367",9
"1033","CHEBI:6076","CHEBI:23367",7
"1034","CHEBI:31308","CHEBI:23367",6
"1035","CHEBI:61276","CHEBI:23367",7
"1036","CHEBI:27446","CHEBI:23367",10
"1037","CHEBI:9728","CHEBI:23367",7
"1038","CHEBI:195280","CHEBI:23367",7
