"","child","parent","length"
"1536","DOID:2706","DOID:14566",6
"1537","DOID:3103","DOID:7",4
"1538","DOID:2704","DOID:14566",7
"1539","DOID:2705","DOID:14566",7
"1540","DOID:2702","DOID:7",5
"1541","DOID:2703","DOID:7",4
"1542","DOID:2700","DOID:14566",5
"1543","DOID:2701","DOID:14566",6
"1544","DOID:910","DOID:14566",9
"1545","DOID:440","DOID:7",5
"1546","DOID:913","DOID:7",6
"1547","DOID:446","DOID:7",6
"1548","DOID:447","DOID:7",4
"1549","DOID:2708","DOID:7",7
"1550","DOID:445","DOID:7",5
"1551","DOID:10250","DOID:0050117",3
"1552","DOID:707","DOID:14566",8
"1553","DOID:706","DOID:14566",9
"1554","DOID:10254","DOID:7",4
"1555","DOID:700","DOID:0014667",3
"1556","DOID:709","DOID:14566",8
"1557","DOID:7284","DOID:14566",7
"1558","DOID:7280","DOID:7",9
"1559","DOID:7281","DOID:14566",7
"1560","DOID:7289","DOID:14566",10
"1561","DOID:13691","DOID:14566",9
"1562","DOID:13690","DOID:7",6
"1563","DOID:7867","DOID:14566",8
"1564","DOID:7868","DOID:14566",7
"1565","DOID:11121","DOID:7",6
"1566","DOID:14400","DOID:7",5
"1567","DOID:11123","DOID:7",6
"1568","DOID:14402","DOID:7",6
"1569","DOID:11125","DOID:7",7
"1570","DOID:11126","DOID:7",8
"1571","DOID:11129","DOID:7",5
"1572","DOID:0060044","DOID:150",3
"1573","DOID:0060045","DOID:150",3
"1574","DOID:0060046","DOID:150",6
"1575","DOID:0060047","DOID:150",5
"1576","DOID:0060040","DOID:150",3
"1577","DOID:0060041","DOID:150",4
"1578","DOID:0060042","DOID:150",5
"1579","DOID:0060043","DOID:150",2
"1580","DOID:0060048","DOID:150",6
"1581","DOID:0060049","DOID:7",5
"1582","DOID:1426","DOID:7",3
"1583","DOID:1425","DOID:7",4
"1584","DOID:1428","DOID:7",4
"1585","DOID:9868","DOID:0014667",4
"1586","DOID:9868","DOID:7",4
"1587","DOID:9869","DOID:0014667",4
"1588","DOID:9867","DOID:7",10
"1589","DOID:0050211","DOID:0050117",4
"1590","DOID:9861","DOID:0050117",6
"1591","DOID:0060260","DOID:7",6
"1592","DOID:0060261","DOID:7",7
"1593","DOID:0060262","DOID:7",3
"1594","DOID:0060263","DOID:7",5
"1595","DOID:0060264","DOID:7",5
"1596","DOID:0060265","DOID:7",6
"1597","DOID:0060266","DOID:7",6
"1598","DOID:0060267","DOID:7",6
"1599","DOID:0060268","DOID:7",6
"1600","DOID:0060269","DOID:7",6
"1601","DOID:11133","DOID:7",6
"1602","DOID:5232","DOID:7",6
"1603","DOID:0050528","DOID:630",5
"1604","DOID:0050529","DOID:7",7
"1605","DOID:0050521","DOID:0050117",3
"1606","DOID:0050522","DOID:0050117",4
"1607","DOID:0050523","DOID:14566",10
"1608","DOID:0050524","DOID:630",2
"1609","DOID:0050526","DOID:225",2
"1610","DOID:0050527","DOID:0014667",4
"1611","DOID:1138","DOID:14566",8
"1612","DOID:1130","DOID:7",5
"1613","DOID:5104","DOID:7",5
"1614","DOID:9201","DOID:7",5
"1615","DOID:1134","DOID:7",7
"1616","DOID:5100","DOID:7",5
"1617","DOID:5102","DOID:14566",7
"1618","DOID:11727","DOID:7",7
"1619","DOID:11726","DOID:7",7
"1620","DOID:9282","DOID:7",10
"1621","DOID:9283","DOID:7",9
"1622","DOID:9280","DOID:0014667",4
"1623","DOID:9281","DOID:0014667",4
"1624","DOID:9286","DOID:7",5
"1625","DOID:11725","DOID:630",2
"1626","DOID:11724","DOID:7",7
"1627","DOID:11723","DOID:7",7
"1628","DOID:11722","DOID:7",8
"1629","DOID:11721","DOID:0014667",6
"1630","DOID:0050967","DOID:7",7
"1631","DOID:4542","DOID:14566",6
"1632","DOID:4015","DOID:14566",6
"1633","DOID:4411","DOID:0050117",3
"1634","DOID:9132","DOID:14566",4
"1635","DOID:4413","DOID:14566",7
"1636","DOID:4415","DOID:14566",7
"1637","DOID:4418","DOID:14566",7
"1638","DOID:4419","DOID:14566",5
"1639","DOID:4011","DOID:14566",8
"1640","DOID:9024","DOID:14566",4
"1641","DOID:4013","DOID:14566",6
"1642","DOID:5740","DOID:14566",7
"1643","DOID:13501","DOID:7",7
"1644","DOID:13500","DOID:7",5
"1645","DOID:13507","DOID:7",5
"1646","DOID:12119","DOID:0014667",5
"1647","DOID:2952","DOID:7",5
"1648","DOID:2951","DOID:7",6
"1649","DOID:2957","DOID:0050117",5
"1650","DOID:2959","DOID:7",5
"1651","DOID:12117","DOID:7",5
"1652","DOID:3393","DOID:7",5
"1653","DOID:3390","DOID:7",5
"1654","DOID:13444","DOID:0050117",4
"1655","DOID:13446","DOID:7",7
"1656","DOID:13447","DOID:7",7
"1657","DOID:8428","DOID:14566",5
"1658","DOID:8427","DOID:14566",8
"1659","DOID:8426","DOID:14566",7
"1660","DOID:13448","DOID:7",8
"1661","DOID:8420","DOID:14566",8
"1662","DOID:3209","DOID:7",6
"1663","DOID:13999","DOID:7",9
"1664","DOID:13996","DOID:14566",7
"1665","DOID:13994","DOID:7",7
"1666","DOID:9123","DOID:0050117",4
"1667","DOID:2044","DOID:7",6
"1668","DOID:2047","DOID:0050117",3
"1669","DOID:2043","DOID:0050117",3
"1670","DOID:0001816","DOID:14566",5
"1671","DOID:2048","DOID:7",6
"1672","DOID:14026","DOID:0014667",5
"1673","DOID:7678","DOID:14566",7
"1674","DOID:7675","DOID:14566",6
"1675","DOID:7676","DOID:14566",6
"1676","DOID:633","DOID:7",6
"1677","DOID:6812","DOID:14566",7
"1678","DOID:6811","DOID:14566",8
"1679","DOID:980","DOID:7",7
"1680","DOID:110","DOID:7",6
"1681","DOID:1631","DOID:14566",6
"1682","DOID:1637","DOID:7",5
"1683","DOID:115","DOID:7",5
"1684","DOID:116","DOID:14566",6
"1685","DOID:1634","DOID:14566",6
"1686","DOID:118","DOID:7",4
"1687","DOID:119","DOID:14566",6
"1688","DOID:1639","DOID:0050117",6
"1689","DOID:1638","DOID:0050117",6
"1690","DOID:7491","DOID:14566",7
"1691","DOID:7492","DOID:14566",6
"1692","DOID:7497","DOID:14566",8
"1693","DOID:6721","DOID:14566",6
"1694","DOID:6723","DOID:14566",8
"1695","DOID:6725","DOID:7",7
"1696","DOID:6726","DOID:14566",6
"1697","DOID:6727","DOID:14566",10
"1698","DOID:14022","DOID:7",6
"1699","DOID:8564","DOID:14566",6
"1700","DOID:1099","DOID:630",6
"1701","DOID:1098","DOID:7",6
"1702","DOID:1094","DOID:150",4
"1703","DOID:1091","DOID:7",4
"1704","DOID:12474","DOID:0050117",4
"1705","DOID:12475","DOID:7",5
"1706","DOID:9455","DOID:0014667",4
"1707","DOID:9452","DOID:0014667",5
"1708","DOID:9459","DOID:14566",8
"1709","DOID:3947","DOID:7",5
"1710","DOID:3946","DOID:7",5
"1711","DOID:3948","DOID:14566",7
"1712","DOID:1897","DOID:7",5
"1713","DOID:1896","DOID:14566",7
"1714","DOID:1895","DOID:7",9
"1715","DOID:1894","DOID:7",8
"1716","DOID:5732","DOID:7",6
"1717","DOID:5733","DOID:7",5
"1718","DOID:5730","DOID:7",7
"1719","DOID:5731","DOID:7",6
"1720","DOID:4048","DOID:14566",7
"1721","DOID:9631","DOID:630",5
"1722","DOID:9637","DOID:7",4
"1723","DOID:0080011","DOID:7",6
"1724","DOID:0080010","DOID:7",5
"1725","DOID:0080015","DOID:0080015",1
"1726","DOID:0080014","DOID:630",2
"1727","DOID:0080016","DOID:0080015",3
"1728","DOID:0080019","DOID:7",7
"1729","DOID:0080018","DOID:7",6
"1730","DOID:2548","DOID:7",8
"1731","DOID:2544","DOID:7",6
"1732","DOID:4061","DOID:14566",8
"1733","DOID:4060","DOID:14566",7
"1734","DOID:4062","DOID:14566",7
"1735","DOID:4065","DOID:14566",8
"1736","DOID:4064","DOID:14566",7
"1737","DOID:4067","DOID:14566",8
"1738","DOID:4066","DOID:14566",9
"1739","DOID:10627","DOID:7",8
"1740","DOID:10629","DOID:7",6
"1741","DOID:3499","DOID:14566",9
"1742","DOID:3498","DOID:14566",8
"1743","DOID:3495","DOID:14566",9
"1744","DOID:3494","DOID:14566",8
"1745","DOID:3497","DOID:14566",9
"1746","DOID:3491","DOID:7",6
"1747","DOID:3490","DOID:225",2
"1748","DOID:3493","DOID:14566",6
"1749","DOID:3492","DOID:7",5
"1750","DOID:2729","DOID:7",4
"1751","DOID:2725","DOID:14566",7
"1752","DOID:2722","DOID:7",5
"1753","DOID:2723","DOID:7",4
"1754","DOID:936","DOID:7",4
"1755","DOID:934","DOID:0050117",2
"1756","DOID:930","DOID:7",6
"1757","DOID:931","DOID:0050117",4
"1758","DOID:0050083","DOID:0014667",5
"1759","DOID:14059","DOID:14566",6
"1760","DOID:11572","DOID:7",6
"1761","DOID:11573","DOID:0050117",4
"1762","DOID:11577","DOID:7",4
"1763","DOID:11574","DOID:7",6
"1764","DOID:14284","DOID:7",7
"1765","DOID:9169","DOID:630",4
"1766","DOID:3611","DOID:7",8
"1767","DOID:12900","DOID:7",5
"1768","DOID:12901","DOID:7",5
"1769","DOID:12904","DOID:7",5
"1770","DOID:12905","DOID:7",5
"1771","DOID:3617","DOID:14566",6
"1772","DOID:3246","DOID:14566",8
"1773","DOID:3616","DOID:14566",5
"1774","DOID:6603","DOID:7",8
"1775","DOID:11504","DOID:7",5
"1776","DOID:3240","DOID:7",6
"1777","DOID:11502","DOID:7",6
"1778","DOID:3534","DOID:7",5
"1779","DOID:6606","DOID:14566",9
"1780","DOID:10054","DOID:14566",7
"1781","DOID:7806","DOID:14566",8
"1782","DOID:7807","DOID:14566",10
"1783","DOID:11103","DOID:0050117",5
"1784","DOID:11102","DOID:0050117",4
"1785","DOID:11101","DOID:0050117",5
"1786","DOID:11100","DOID:0050117",4
"1787","DOID:14427","DOID:7",5
"1788","DOID:11105","DOID:7",7
"1789","DOID:11104","DOID:0050117",4
"1790","DOID:6608","DOID:14566",7
"1791","DOID:0060062","DOID:7",4
"1792","DOID:0060063","DOID:7",7
"1793","DOID:0060060","DOID:14566",7
"1794","DOID:0060061","DOID:14566",10
"1795","DOID:0060066","DOID:7",7
"1796","DOID:0060067","DOID:0014667",4
"1797","DOID:0060064","DOID:7",7
"1798","DOID:0060065","DOID:7",7
"1799","DOID:9547","DOID:14566",9
"1800","DOID:0060068","DOID:7",6
"1801","DOID:9847","DOID:7",7
"1802","DOID:9840","DOID:7",8
"1803","DOID:9841","DOID:7",8
"1804","DOID:9842","DOID:7",9
"1805","DOID:9843","DOID:7",8
"1806","DOID:9848","DOID:7",8
"1807","DOID:9849","DOID:7",9
"1808","DOID:0060248","DOID:630",4
"1809","DOID:0060249","DOID:7",6
"1810","DOID:0060246","DOID:225",2
"1811","DOID:0060247","DOID:7",7
"1812","DOID:0060244","DOID:150",6
"1813","DOID:0060245","DOID:7",6
"1814","DOID:0060242","DOID:7",9
"1815","DOID:0060243","DOID:150",7
"1816","DOID:0060240","DOID:630",5
"1817","DOID:0060241","DOID:630",5
"1818","DOID:0050050","DOID:0050117",5
"1819","DOID:0050051","DOID:0050117",5
"1820","DOID:0050052","DOID:0050117",5
"1821","DOID:0050059","DOID:0050117",6
"1822","DOID:0050508","DOID:0050117",4
"1823","DOID:5123","DOID:14566",5
"1824","DOID:0050883","DOID:7",5
"1825","DOID:5127","DOID:14566",5
"1826","DOID:5126","DOID:14566",6
"1827","DOID:5125","DOID:14566",5
"1828","DOID:5124","DOID:14566",7
"1829","DOID:1156","DOID:7",7
"1830","DOID:1405","DOID:7",10
"1831","DOID:321","DOID:0050117",3
"1832","DOID:1407","DOID:7",9
"1833","DOID:327","DOID:7",5
"1834","DOID:326","DOID:7",4
"1835","DOID:11819","DOID:14566",5
"1836","DOID:11818","DOID:14566",6
"1837","DOID:4650","DOID:14566",10
"1838","DOID:4651","DOID:14566",10
"1839","DOID:4656","DOID:14566",10
"1840","DOID:10435","DOID:7",8
"1841","DOID:11811","DOID:14566",6
"1842","DOID:10439","DOID:7",9
"1843","DOID:11813","DOID:14566",6
"1844","DOID:11812","DOID:14566",6
"1845","DOID:11814","DOID:14566",6
"1846","DOID:11817","DOID:14566",6
"1847","DOID:11816","DOID:7",6
"1848","DOID:0050884","DOID:0014667",5
"1849","DOID:7542","DOID:14566",9
"1850","DOID:7541","DOID:14566",8
"1851","DOID:5387","DOID:14566",6
"1852","DOID:5386","DOID:14566",6
"1853","DOID:5385","DOID:14566",5
"1854","DOID:5384","DOID:14566",7
"1855","DOID:5382","DOID:14566",8
"1856","DOID:5381","DOID:14566",7
"1857","DOID:5389","DOID:14566",5
"1858","DOID:9155","DOID:0050117",5
"1859","DOID:4472","DOID:14566",8
"1860","DOID:4473","DOID:14566",8
"1861","DOID:4471","DOID:14566",8
"1862","DOID:9021","DOID:7",4
"1863","DOID:4479","DOID:7",5
"1864","DOID:0050214","DOID:7",7
"1865","DOID:12282","DOID:7",7
"1866","DOID:1790","DOID:14566",4
"1867","DOID:12287","DOID:0050117",3
"1868","DOID:12286","DOID:14566",7
"1869","DOID:3002","DOID:14566",7
"1870","DOID:3003","DOID:14566",6
"1871","DOID:3001","DOID:14566",6
"1872","DOID:3007","DOID:14566",7
"1873","DOID:11747","DOID:14566",7
"1874","DOID:11746","DOID:14566",8
"1875","DOID:11748","DOID:14566",5
"1876","DOID:3008","DOID:14566",8
"1877","DOID:3009","DOID:14566",6
"1878","DOID:13523","DOID:0050117",5
"1879","DOID:13523","DOID:7",4
"1880","DOID:13521","DOID:0050117",5
"1881","DOID:13520","DOID:7",5
"1882","DOID:4388","DOID:14566",9
"1883","DOID:12132","DOID:7",5
"1884","DOID:4406","DOID:7",5
"1885","DOID:12139","DOID:150",4
"1886","DOID:4384","DOID:14566",10
"1887","DOID:4385","DOID:14566",6
"1888","DOID:4386","DOID:14566",6
"1889","DOID:14199","DOID:7",7
"1890","DOID:14192","DOID:7",8
"1891","DOID:8649","DOID:14566",6
"1892","DOID:10792","DOID:7",8
"1893","DOID:8151","DOID:14566",7
"1894","DOID:8150","DOID:14566",9
"1895","DOID:8153","DOID:14566",7
"1896","DOID:8400","DOID:14566",8
"1897","DOID:8158","DOID:7",5
"1898","DOID:8409","DOID:14566",9
"1899","DOID:8408","DOID:7",5
"1900","DOID:8646","DOID:150",4
"1901","DOID:6777","DOID:14566",10
"1902","DOID:2068","DOID:14566",7
"1903","DOID:2061","DOID:14566",8
"1904","DOID:2060","DOID:14566",7
"1905","DOID:2066","DOID:14566",7
"1906","DOID:2065","DOID:14566",7
"1907","DOID:2064","DOID:14566",7
"1908","DOID:10199","DOID:14566",6
"1909","DOID:10195","DOID:14566",5
"1910","DOID:10194","DOID:14566",6
"1911","DOID:10193","DOID:14566",5
"1912","DOID:10192","DOID:14566",5
"1913","DOID:10190","DOID:14566",7
"1914","DOID:7651","DOID:14566",11
"1915","DOID:7650","DOID:14566",11
"1916","DOID:7656","DOID:14566",7
"1917","DOID:7127","DOID:7",5
"1918","DOID:6522","DOID:14566",9
"1919","DOID:6291","DOID:14566",9
"1920","DOID:6293","DOID:14566",6
"1921","DOID:6294","DOID:14566",10
"1922","DOID:6524","DOID:14566",9
"1923","DOID:6297","DOID:7",5
"1924","DOID:6838","DOID:14566",7
"1925","DOID:6839","DOID:14566",7
"1926","DOID:9957","DOID:7",4
"1927","DOID:10997","DOID:7",9
"1928","DOID:137","DOID:14566",7
"1929","DOID:134","DOID:14566",7
"1930","DOID:135","DOID:14566",7
"1931","DOID:133","DOID:14566",8
"1932","DOID:10991","DOID:7",6
"1933","DOID:138","DOID:14566",7
"1934","DOID:139","DOID:14566",5
"1935","DOID:6742","DOID:14566",8
"1936","DOID:6740","DOID:14566",8
"1937","DOID:6741","DOID:14566",7
"1938","DOID:12731","DOID:7",7
"1939","DOID:12733","DOID:7",6
"1940","DOID:12732","DOID:7",8
"1941","DOID:12735","DOID:7",4
"1942","DOID:3263","DOID:630",5
"1943","DOID:12450","DOID:7",5
"1944","DOID:12451","DOID:7",5
"1945","DOID:9432","DOID:7",5
"1946","DOID:14670","DOID:630",5
"1947","DOID:14671","DOID:630",5
"1948","DOID:14679","DOID:225",2
"1949","DOID:1219","DOID:0050117",4
"1950","DOID:1218","DOID:0050117",4
"1951","DOID:5718","DOID:14566",6
"1952","DOID:5719","DOID:14566",6
"1953","DOID:5714","DOID:14566",8
"1954","DOID:1210","DOID:7",7
"1955","DOID:5240","DOID:14566",6
"1956","DOID:5241","DOID:14566",5
"1957","DOID:5246","DOID:14566",10
"1958","DOID:5711","DOID:14566",8
"1959","DOID:1217","DOID:0050117",4
"1960","DOID:5713","DOID:14566",7
"1961","DOID:9383","DOID:7",10
"1962","DOID:9384","DOID:7",11
"1963","DOID:9389","DOID:7",11
"1964","DOID:9388","DOID:7",11
"1965","DOID:8050","DOID:14566",9
"1966","DOID:3928","DOID:7",5
"1967","DOID:0050268","DOID:0050117",5
"1968","DOID:3925","DOID:7",5
"1969","DOID:0050266","DOID:0050117",4
"1970","DOID:3927","DOID:7",5
"1971","DOID:3926","DOID:7",5
"1972","DOID:0050261","DOID:0050117",4
"1973","DOID:0050260","DOID:0050117",4
"1974","DOID:2529","DOID:7",4
"1975","DOID:2526","DOID:14566",8
"1976","DOID:2527","DOID:7",4
"1977","DOID:4049","DOID:14566",7
"1978","DOID:10608","DOID:7",6
"1979","DOID:10607","DOID:7",4
"1980","DOID:10606","DOID:7",4
"1981","DOID:10605","DOID:7",4
"1982","DOID:10604","DOID:0014667",4
"1983","DOID:10603","DOID:0014667",6
"1984","DOID:10602","DOID:7",4
"1985","DOID:10600","DOID:150",5
"1986","DOID:9655","DOID:7",4
"1987","DOID:2297","DOID:0050117",4
"1988","DOID:486","DOID:14566",5
"1989","DOID:955","DOID:14566",7
"1990","DOID:484","DOID:7",6
"1991","DOID:482","DOID:14566",5
"1992","DOID:483","DOID:7",7
"1993","DOID:480","DOID:7",5
"1994","DOID:959","DOID:14566",5
"1995","DOID:6943","DOID:14566",9
"1996","DOID:6943","DOID:7",7
"1997","DOID:11558","DOID:7",10
"1998","DOID:3218","DOID:14566",7
"1999","DOID:11554","DOID:7",8
"2000","DOID:3216","DOID:14566",8
"2001","DOID:11557","DOID:7",9
"2002","DOID:3213","DOID:7",5
"2003","DOID:3211","DOID:0014667",3
"2004","DOID:3210","DOID:7",7
"2005","DOID:12926","DOID:0050117",5
"2006","DOID:12927","DOID:0050117",5
"2007","DOID:12929","DOID:7",5
"2008","DOID:9880","DOID:0050117",6
"2009","DOID:9553","DOID:7",3
"2010","DOID:4706","DOID:14566",7
"2011","DOID:8368","DOID:14566",8
"2012","DOID:4707","DOID:14566",8
"2013","DOID:8362","DOID:14566",11
"2014","DOID:9884","DOID:7",6
"2015","DOID:8361","DOID:14566",10
"2016","DOID:11949","DOID:7",6
"2017","DOID:7824","DOID:14566",8
"2018","DOID:7825","DOID:7",6
"2019","DOID:7350","DOID:7",5
"2020","DOID:7827","DOID:14566",7
"2021","DOID:7356","DOID:14566",9
"2022","DOID:9888","DOID:7",9
"2023","DOID:14449","DOID:7",7
"2024","DOID:11168","DOID:0050117",3
"2025","DOID:11165","DOID:0050117",3
"2026","DOID:11164","DOID:7",8
"2027","DOID:14447","DOID:7",5
"2028","DOID:11161","DOID:7",6
"2029","DOID:14443","DOID:7",6
"2030","DOID:11162","DOID:7",5
"2031","DOID:0060008","DOID:7",6
"2032","DOID:0060009","DOID:7",6
"2033","DOID:6190","DOID:14566",10
"2034","DOID:6197","DOID:14566",7
"2035","DOID:6196","DOID:7",7
"2036","DOID:6195","DOID:7",7
"2037","DOID:0060000","DOID:7",6
"2038","DOID:0060001","DOID:150",3
"2039","DOID:0060002","DOID:7",5
"2040","DOID:6198","DOID:14566",3
"2041","DOID:0060004","DOID:7",6
"2042","DOID:0060005","DOID:7",5
"2043","DOID:0060006","DOID:7",6
"2044","DOID:0060007","DOID:7",6
"2045","DOID:0050813","DOID:7",8
"2046","DOID:6993","DOID:14566",9
"2047","DOID:6992","DOID:14566",8
"2048","DOID:6997","DOID:14566",9
"2049","DOID:6996","DOID:14566",9
"2050","DOID:6994","DOID:14566",9
"2051","DOID:6232","DOID:14566",9
"2052","DOID:914","DOID:7",5
"2053","DOID:3733","DOID:0050117",4
"2054","DOID:6547","DOID:14566",6
"2055","DOID:916","DOID:14566",6
"2056","DOID:10383","DOID:7",5
"2057","DOID:917","DOID:14566",7
"2058","DOID:0050072","DOID:0050117",5
"2059","DOID:0050073","DOID:0050117",6
"2060","DOID:6239","DOID:14566",7
"2061","DOID:1993","DOID:14566",8
"2062","DOID:0060185","DOID:7",6
"2063","DOID:0060184","DOID:7",7
"2064","DOID:303","DOID:150",2
"2065","DOID:302","DOID:150",3
"2066","DOID:305","DOID:14566",4
"2067","DOID:1171","DOID:0014667",5
"2068","DOID:1172","DOID:0014667",5
"2069","DOID:308","DOID:7",8
"2070","DOID:11832","DOID:7",6
"2071","DOID:11831","DOID:7",8
"2072","DOID:11830","DOID:7",7
"2073","DOID:11836","DOID:7",6
"2074","DOID:11839","DOID:14566",7
"2075","DOID:11838","DOID:14566",7
"2076","DOID:0050382","DOID:0050117",5
"2077","DOID:0050383","DOID:0050117",5
"2078","DOID:0050387","DOID:14566",9
"2079","DOID:8187","DOID:14566",9
"2080","DOID:13097","DOID:7",6
"2081","DOID:13096","DOID:7",5
"2082","DOID:13095","DOID:7",7
"2083","DOID:13094","DOID:7",7
"2084","DOID:13099","DOID:7",8
"2085","DOID:13098","DOID:7",7
"2086","DOID:4678","DOID:14566",7
"2087","DOID:4679","DOID:14566",8
"2088","DOID:4671","DOID:7",5
"2089","DOID:4674","DOID:7",5
"2090","DOID:4675","DOID:7",6
"2091","DOID:4676","DOID:7",5
"2092","DOID:4677","DOID:7",7
"2093","DOID:3029","DOID:14566",11
"2094","DOID:0050928","DOID:14566",7
"2095","DOID:0050929","DOID:14566",5
"2096","DOID:0050924","DOID:14566",6
"2097","DOID:0050925","DOID:14566",7
"2098","DOID:0050926","DOID:14566",8
"2099","DOID:0050927","DOID:14566",8
"2100","DOID:0050920","DOID:14566",8
"2101","DOID:0050921","DOID:14566",6
"2102","DOID:0050922","DOID:14566",5
"2103","DOID:0050923","DOID:14566",7
"2104","DOID:5509","DOID:14566",6
"2105","DOID:5508","DOID:14566",10
"2106","DOID:5501","DOID:0050117",5
"2107","DOID:5500","DOID:14566",6
"2108","DOID:5503","DOID:14566",8
"2109","DOID:5502","DOID:0050117",4
"2110","DOID:5505","DOID:14566",6
"2111","DOID:5504","DOID:14566",6
"2112","DOID:5507","DOID:14566",6
"2113","DOID:13544","DOID:7",10
"2114","DOID:13543","DOID:7",4
"2115","DOID:13549","DOID:7",11
"2116","DOID:13548","DOID:7",5
"2117","DOID:12155","DOID:0050117",3
"2118","DOID:12157","DOID:7",6
"2119","DOID:12156","DOID:7",5
"2120","DOID:4454","DOID:14566",8
"2121","DOID:4455","DOID:14566",8
"2122","DOID:4901","DOID:14566",6
"2123","DOID:4450","DOID:14566",7
"2124","DOID:4451","DOID:14566",6
"2125","DOID:4905","DOID:14566",6
"2126","DOID:11491","DOID:0014667",5
"2127","DOID:13401","DOID:7",7
"2128","DOID:13402","DOID:7",4
"2129","DOID:13403","DOID:7",6
"2130","DOID:13404","DOID:7",6
"2131","DOID:13405","DOID:7",6
"2132","DOID:13406","DOID:7",6
"2133","DOID:13407","DOID:7",6
"2134","DOID:13409","DOID:7",5
"2135","DOID:8177","DOID:14566",8
"2136","DOID:705","DOID:7",7
"2137","DOID:8170","DOID:7",6
"2138","DOID:8179","DOID:14566",8
"2139","DOID:8178","DOID:14566",8
"2140","DOID:701","DOID:7",6
"2141","DOID:2889","DOID:7",5
"2142","DOID:8288","DOID:14566",8
"2143","DOID:2883","DOID:14566",6
"2144","DOID:2885","DOID:14566",6
"2145","DOID:2887","DOID:14566",6
"2146","DOID:8282","DOID:14566",6
"2147","DOID:543","DOID:7",6
"2148","DOID:10011","DOID:14566",6
"2149","DOID:10016","DOID:630",5
"2150","DOID:10017","DOID:630",5
"2151","DOID:2080","DOID:14566",7
"2152","DOID:2089","DOID:7",5
"2153","DOID:2088","DOID:7",6
"2154","DOID:10175","DOID:7",8
"2155","DOID:10174","DOID:7",7
"2156","DOID:10177","DOID:7",8
"2157","DOID:10176","DOID:7",6
"2158","DOID:8986","DOID:150",3
"2159","DOID:7105","DOID:14566",7
"2160","DOID:7103","DOID:14566",10
"2161","DOID:7642","DOID:14566",11
"2162","DOID:8826","DOID:14566",4
"2163","DOID:154","DOID:14566",4
"2164","DOID:150","DOID:150",1
"2165","DOID:1412","DOID:7",3
"2166","DOID:5884","DOID:14566",5
"2167","DOID:12712","DOID:630",5
"2168","DOID:12711","DOID:0050117",4
"2169","DOID:12716","DOID:7",6
"2170","DOID:12714","DOID:630",5
"2171","DOID:12718","DOID:7",7
"2172","DOID:14384","DOID:14566",9
"2173","DOID:6500","DOID:14566",9
"2174","DOID:6501","DOID:14566",9
"2175","DOID:6505","DOID:14566",8
"2176","DOID:5088","DOID:14566",5
"2177","DOID:5082","DOID:7",5
"2178","DOID:5083","DOID:7",5
"2179","DOID:9410","DOID:7",5
"2180","DOID:9415","DOID:7",6
"2181","DOID:14654","DOID:7",5
"2182","DOID:6760","DOID:14566",6
"2183","DOID:6762","DOID:14566",8
"2184","DOID:5260","DOID:14566",9
"2185","DOID:5261","DOID:14566",7
"2186","DOID:5262","DOID:14566",6
"2187","DOID:5263","DOID:14566",8
"2188","DOID:5264","DOID:14566",8
"2189","DOID:5265","DOID:14566",7
"2190","DOID:5267","DOID:14566",9
"2191","DOID:1237","DOID:7",7
"2192","DOID:13399","DOID:7",8
"2193","DOID:1235","DOID:150",4
"2194","DOID:1234","DOID:150",2
"2195","DOID:1233","DOID:150",5
"2196","DOID:12382","DOID:7",7
"2197","DOID:12384","DOID:7",5
"2198","DOID:12385","DOID:0050117",4
"2199","DOID:12386","DOID:0050117",4
"2200","DOID:12387","DOID:7",5
"2201","DOID:12388","DOID:7",4
"2202","DOID:0050717","DOID:0014667",6
"2203","DOID:0050716","DOID:0014667",6
"2204","DOID:3901","DOID:7",5
"2205","DOID:0050246","DOID:0050117",4
"2206","DOID:0050713","DOID:0014667",4
"2207","DOID:0050712","DOID:0014667",5
"2208","DOID:0050711","DOID:0014667",5
"2209","DOID:0050242","DOID:0050117",4
"2210","DOID:3909","DOID:14566",9
"2211","DOID:3908","DOID:14566",7
"2212","DOID:0050719","DOID:0014667",4
"2213","DOID:0050718","DOID:0014667",3
"2214","DOID:2508","DOID:225",2
"2215","DOID:4025","DOID:0014667",5
"2216","DOID:4024","DOID:14566",6
"2217","DOID:4023","DOID:14566",9
"2218","DOID:4022","DOID:7",4
"2219","DOID:4029","DOID:7",4
"2220","DOID:4028","DOID:14566",7
"2221","DOID:14566","DOID:14566",1
"2222","DOID:979","DOID:7",8
"2223","DOID:970","DOID:7",7
"2224","DOID:971","DOID:7",7
"2225","DOID:974","DOID:7",3
"2226","DOID:3446","DOID:14566",10
"2227","DOID:3447","DOID:14566",9
"2228","DOID:3112","DOID:14566",6
"2229","DOID:3113","DOID:14566",5
"2230","DOID:3275","DOID:14566",6
"2231","DOID:3274","DOID:14566",7
"2232","DOID:3277","DOID:14566",5
"2233","DOID:3279","DOID:14566",7
"2234","DOID:3278","DOID:14566",7
"2235","DOID:14018","DOID:7",6
"2236","DOID:14019","DOID:0050117",5
"2237","DOID:10685","DOID:150",4
"2238","DOID:14067","DOID:0050117",5
"2239","DOID:7598","DOID:14566",9
"2240","DOID:7599","DOID:14566",7
"2241","DOID:7596","DOID:14566",7
"2242","DOID:7591","DOID:14566",10
"2243","DOID:13120","DOID:7",6
"2244","DOID:8340","DOID:14566",10
